paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
23,"Large language models (LLMs) perform strongly on biological benchmarks, raising ",6,0.03760027885437012,-0.016938328742980957,0.942857142857143,0.15506532448396323,0.19732423893087048,1.0,1.3183375999797136,10.375,1.2619216666789725
24,This paper shifts focus to the often-overlooked input embeddings - the initial r,5,0.011085212230682373,-0.00927114486694336,0.9999999999999999,0.15277342245887793,0.17613152335228013,0.9999999999999999,0.7061214999994263,5.609375,0.6675394666575206
25,Standard simulations of the Iterated Prisoners Dilemma (IPD) operate in determin,3,0.03229057788848877,0.003113687038421631,1.0,0.2090260651376512,0.24570841280031924,1.0,0.27678580000065267,2.1875,0.27481170000586036
26,Large Language Models (LLMs) are increasingly used in decision-making scenarios ,3,0.03749889135360718,-0.016688048839569092,1.0,0.26333774583188435,0.27935559270148763,1.0,0.18821360002039,1.5,0.17208669998217374
27,"Large Language Models (LLMs), such as the GPT series, have driven significant in",5,0.04371285438537598,0.005080163478851318,0.9999999999999999,0.17463832620870087,0.21504611552679725,0.9999999999999999,0.6714708000072278,5.375,0.6877562666583495
28,Large language models (LLMs) have achieved remarkable success in natural languag,4,0.05481517314910889,-0.016833901405334473,0.7999999999999999,0.23381152819159676,0.2686050308204668,1.0,0.383360400039237,3.0625,0.3783637333350877
29,One critical challenge in the institutional adoption journey of Large Language M,3,0.03146779537200928,-0.023401260375976562,1.0,0.25893054352446604,0.28641344178453354,1.0,0.17780419997870922,1.375,0.1996209666443368
30,"Recently, Large Language Models (LLMs) have made significant advancements and ar",4,0.03333139419555664,-0.014933466911315918,0.7999999999999999,0.18622925883799155,0.22539795990904227,1.0,0.3371063999948092,2.578125,0.33530156665559235
31,Large language models (LLMs) have shown great potential in natural language proc,3,0.039803385734558105,-0.017052173614501953,1.0,0.2742388221401317,0.29431638781057895,1.0,0.16930130001856014,1.375,0.1818859666430702
32,Large Language Model (LLM) based coding tools have been tremendously successful ,4,0.0072917938232421875,0.008441805839538574,0.7999999999999999,0.10692638771254026,0.1331426928579962,1.0,0.31574289995478466,2.53125,0.30632766666046035
33,"Despite the rapid advancement of LLM-based agents, the reliable evaluation of th",5,0.008174717426300049,-0.009070932865142822,0.8999999999999998,0.12664698184454776,0.16597069947947904,0.9999999999999999,1.0939951000036672,8.515625,1.062624433330105
34,Wav2Prompt is proposed which allows straightforward integration between spoken i,6,0.015153586864471436,-0.031379640102386475,0.942857142857143,0.14896052763881718,0.17760574776982022,1.0,2.1070136000053026,16.859375,2.0350306999947256
35,This paper introduces a vision of confidential prompting: securing user prompts ,6,0.061889708042144775,-0.020572543144226074,1.0,0.1979338816174184,0.25782113885346336,1.0,1.4984856999944896,11.96875,1.562339333332299
36,Research on emergency and mass casualty incident (MCI) triage has been limited b,3,0.034525275230407715,-0.00015479326248168945,1.0,0.19681286047344218,0.21818197194292988,1.0,0.18904990004375577,1.484375,0.19564700000531351
37,Large language models (LLMs) have shown potential as general evaluators along wi,4,0.04711651802062988,-0.02986389398574829,1.0,0.25969344106336645,0.30003845755748415,1.0,0.3645311999716796,2.984375,0.37886610000471893
38,[Abridged abstract] Large Language Models (LLMs) can solve some undergraduate-le,5,0.05327385663986206,-0.0032715201377868652,0.9999999999999999,0.16030185349052667,0.20418923375126208,0.9999999999999999,0.7630555999930948,6.125,0.7856990333336095
39,"This position paper argues that in many realistic (i.e., complex, contextualized",5,0.0015752911567687988,0.020329833030700684,0.9999999999999999,0.09654748358976505,0.11376946147758397,0.9999999999999999,0.7025263999821618,5.609375,0.7296803666589161
40,Watermarking approaches are proposed to identify if text being circulated is hum,4,0.005359530448913574,-0.013666749000549316,1.0,0.17862487452729517,0.18756640837831084,1.0,0.3129129000008106,2.5,0.30894349998561665
41,"Phishing websites remain a major cybersecurity threat, exploiting deceptive stru",3,0.00965970754623413,0.0019888877868652344,1.0,0.1880901641598217,0.19991757759879067,1.0,0.1757719000452198,1.375,0.19016266664645323
42,"LLMs hallucinate, yet some confabulations can have social affordances if careful",3,0.03994894027709961,0.014343976974487305,1.0,0.15736381658802215,0.1741300325309694,1.0,0.20785740000428632,1.625,0.19972890000402307
43,"Generative AI, including large language models (LLMs) have the potential -- and ",7,0.06000804901123047,-0.026330649852752686,1.0,0.1568027711032364,0.21830062701183806,1.0,1.993656300008297,15.9375,1.9483659000058349
44,Large language models (LLMs) have demonstrated remarkable performance and tremen,3,0.0570339560508728,-0.008217871189117432,1.0,0.23945011113708584,0.27038055765283486,1.0,0.21274680003989488,1.609375,0.23657386668492109
45,While large language models (LLMs) often adopt finetuning to unlock their capabi,4,-0.004306614398956299,-0.012006163597106934,1.0,0.11927759718476624,0.14394423164833423,1.0,0.3296449000481516,2.640625,0.31707266667702544
46,Since state-of-the-art LLMs often underperform in languages other than English o,4,-0.0032309293746948242,-0.0005298852920532227,1.0,0.12871008223148878,0.13664993466107148,1.0,0.4116107000154443,3.375,0.38756269998460385
47,The proliferation of LLM bias probes introduces three significant challenges: (1,3,0.033997297286987305,-0.025255978107452393,1.0,0.2991211404306404,0.3187691116917198,1.0,0.23962720000417903,1.84375,0.23600563333214572
48,Recent advancements in multi-model AI systems have leveraged LLM routers to redu,5,0.04807281494140625,-0.0071596503257751465,0.9999999999999999,0.1648693758429834,0.20773901723428082,0.9999999999999999,0.8449775000335649,6.703125,0.8140778333375541
49,Rapid evolution of Large Language Models (LLMs) has achieved major advances in r,9,0.016041219234466553,-0.0247228741645813,0.9500000000000001,0.13313079186268567,0.15806136961671022,1.0,4.821586899983231,38.625,4.87906353334741
50,"In this work, we introduce the task of life-long personalization of large langua",5,0.04959744215011597,-0.010347723960876465,0.9999999999999999,0.17076835120106038,0.2033919209508054,0.9999999999999999,0.6007617000141181,4.703125,0.592611666691179
